date,price(SGD),watch_id,brand,model,day_of_week,day_of_week_sin,day_of_week_cos,month,month_sin,month_cos,quarter,is_weekend,price_lag_5,price_lag_7,price_lag_14,price_lag_30,rolling_mean_5,rolling_std_5,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,rolling_mean_30,rolling_std_30,price_change_5,price_change_abs_5,price_change_7,price_change_abs_7,price_change_14,price_change_abs_14,price_change_30,price_change_abs_30,momentum_5,roc_5,momentum_10,roc_10,momentum_20,roc_20,volatility_5,volatility_ratio_5,volatility_10,volatility_ratio_10,volatility_20,volatility_ratio_20,volatility_30,volatility_ratio_30,ema_5,price_over_ema_5,ema_10,price_over_ema_10,ema_20,price_over_ema_20,bb_upper_10,bb_lower_10,bb_position_10,bb_upper_20,bb_lower_20,bb_position_20,rsi,tier_entry,tier_mid,tier_high,tier_ultra,brand_tier_premium,brand_tier_non_premium,is_sports_watch,is_dress_watch,is_holiday_season,is_watch_fair_season,luxury_vol_3,luxury_vol_5,luxury_vol_10,price_premium_30d,target,target_pct_change
2024-09-21,123091,Philippe_Nautilus_5712_Stainless_Steel_5712_1A,Patek Philippe,22873,5,-0.9749279121818236,-0.2225209339563146,9,-1.0,-1.8369701987210297e-16,3,True,121887.0,,,,122335.6,530.2271211471534,,,,,,,0.009878001755724508,1204.0,,,,,,,1.0098780017557245,0.009878001755724508,,,,,0.04877783490763739,1.1819561397698786,,,,,,,122550.06766917295,1.0044139700704802,122407.17221720477,1.0055865009411524,122333.27673253059,1.0061939260331112,,,,,,,,0,0,0,1,1,0,0,0,False,False,0.04916550614698928,0.04877783490763739,,,122573.0,0.005111664557220452
2024-09-22,122573,Philippe_Nautilus_5712_Stainless_Steel_5712_1A,Patek Philippe,22873,6,-0.7818314824680299,0.6234898018587334,9,-1.0,-1.8369701987210297e-16,3,True,121861.0,,,,122478.0,462.138507376303,122305.42857142857,478.8513538120321,,,,,0.00584272244606554,712.0,,,,,,,1.0058427224460655,0.00584272244606554,,,,,0.06544811342390443,1.598456940050639,,,,,,,122558.18698397282,1.0001208651693674,122447.1300513962,1.001027953440403,122378.60246882422,1.0015884928186307,,,,,,,,0,0,0,1,1,0,0,0,False,False,0.07410331106112301,0.06544811342390443,,,123334.0,-0.004208268679269822
2024-09-23,123334,Philippe_Nautilus_5712_Stainless_Steel_5712_1A,Patek Philippe,22873,0,0.0,1.0,9,-1.0,-1.8369701987210297e-16,3,False,121793.0,121887.0,,,122786.2,400.8936267889498,122512.14285714286,571.4824081781857,,,,,0.012652615503353948,1541.0,0.011871651611738754,1447.0,,,,,1.012652615503354,0.012652615503353948,,,,,0.07152325093928157,1.6348312369682125,,,,,,,122827.29135606662,1.0041253750558128,122648.8972387716,1.00558588602631,122543.74773275993,1.0064487359156293,,,,,,,,0,0,0,1,1,0,0,0,False,False,0.09086319995372903,0.07152325093928157,,,123832.0,0.006208545111892505
2024-09-24,123832,Philippe_Nautilus_5712_Stainless_Steel_5712_1A,Patek Philippe,22873,1,0.7818314824680298,0.6234898018587336,9,-1.0,-1.8369701987210297e-16,3,False,122468.0,121861.0,,,123059.0,561.963077078911,122793.71428571429,673.6234641315369,,,,,0.011137603292288523,1364.0,0.016174165647746097,1971.0,,,,,1.0111376032922885,0.011137603292288523,,,,,0.06824882068247375,0.35702263383338617,,,,,,,123171.13849042826,1.0053653925560093,122906.2989978009,1.0075317620801165,122750.3896956717,1.0088114612671282,,,,,,,,0,0,0,1,1,0,0,0,False,False,0.08724241777346696,0.06824882068247375,,,123406.0,0.004037816011805306
2024-09-25,123406,Philippe_Nautilus_5712_Stainless_Steel_5712_1A,Patek Philippe,22873,2,0.9749279121818236,-0.22252093395631434,9,-1.0,-1.8369701987210297e-16,3,False,122465.0,121793.0,,,123247.2,461.97586517046346,123024.14285714286,536.0962067177403,,,,,0.007683828032499118,941.0,0.013243782483393973,1613.0,,,,,1.0076838280324991,0.007683828032499118,,,,,0.07882920084651275,1.0648325752568915,,,,,,,123250.80723825938,1.0012591622336446,123011.26427396489,1.0032089396720285,122849.11892674898,1.0045330489800506,124106.88981316658,121235.11018683342,0.7559388586994359,,,,,0,0,0,1,1,0,0,0,False,False,0.08035312951560906,0.07882920084651275,,,123150.0,-0.0034401447121906736
2024-09-26,123150,Philippe_Nautilus_5712_Stainless_Steel_5712_1A,Patek Philippe,22873,3,0.43388373911755823,-0.900968867902419,9,-1.0,-1.8369701987210297e-16,3,False,123091.0,122468.0,,,123259.0,457.7226234303897,123121.57142857143,476.8811372319418,,,,,0.00047932017775464963,59.0,0.005568801646144372,682.0,,,,,1.0004793201777546,0.00047932017775464963,1.0103620566590366,0.010362056659036556,,,0.07472942882503752,0.2051380140545688,0.061509553178552494,1.2149239421087945,,,,,123216.81180360825,0.9994577703916351,123039.60624832788,1.000897221269136,122892.05249707667,1.0020989762778147,124146.2538497995,121448.34615020051,0.6307309364410137,,,,,0,0,0,1,1,0,0,0,False,False,0.06321458355422965,0.07472942882503752,0.061509553178552494,,122723.0,-0.002074453430141121
2024-09-27,122723,Philippe_Nautilus_5712_Stainless_Steel_5712_1A,Patek Philippe,22873,4,-0.433883739117558,-0.9009688679024191,9,-1.0,-1.8369701987210297e-16,3,False,122573.0,122465.0,,,123289.0,403.1873013873309,123158.42857142857,424.80538961697783,,,,,0.0012237605345386537,150.0,0.0021067243702281857,258.0,,,,,1.0012237605345387,0.0012237605345386537,1.007073633073748,0.007073633073747976,,,0.07217685917652687,0.2166185520116523,0.06540874285047081,1.103474184506626,,,,,123050.92935554525,0.9973350111432501,122976.34889936571,0.9979398567152694,122869.02278734883,0.9988115573475216,124066.49629002892,121700.50370997108,0.4321637771171388,,,,,0,0,0,1,1,0,0,0,False,False,0.01264312269633078,0.07217685917652687,0.06540874285047081,,122778.0,-0.003467316280958199
2024-09-28,122778,Philippe_Nautilus_5712_Stainless_Steel_5712_1A,Patek Philippe,22873,5,-0.9749279121818236,-0.2225209339563146,9,-1.0,-1.8369701987210297e-16,3,True,123334.0,123091.0,,,123177.8,460.3012057338094,123113.71428571429,448.87664017550406,,,,,-0.0045080837400879314,-556.0,-0.0025428341633425555,-313.0,,,,,0.9954919162599121,-0.0045080837400879314,1.0080874927130459,0.008087492713045874,,,0.050588620836163764,0.8687952671034342,0.06505546485310719,0.7776229245366392,,,,,122959.48303135115,0.998524042010612,122937.41910944598,0.9987032499087681,122857.11117854413,0.9993560716365114,123894.56610110658,122069.43389889342,0.38822727485021163,,,,,0,0,0,1,1,0,0,0,False,False,0.03150643150540617,0.050588620836163764,0.06505546485310719,,122708.0,0.000448163750886188
2024-09-29,122708,Philippe_Nautilus_5712_Stainless_Steel_5712_1A,Patek Philippe,22873,6,-0.7818314824680299,0.6234898018587334,9,-1.0,-1.8369701987210297e-16,3,True,123832.0,122573.0,,,122953.0,311.2747982089127,123133.0,423.98309714737263,122719.21428571429,610.8897897041936,,,-0.009076813747658119,-1124.0,0.0011013844810847662,135.0,,,,,0.9909231862523419,-0.009076813747658119,1.0019596955939511,0.0019596955939511496,,,0.027621179969033103,0.4138263441238369,0.059624404953132766,0.46325292454900785,,,,,122875.36721657122,0.9986379107516624,122893.03262482568,0.9984943603321227,122838.26915351284,0.9989395067643778,123869.80759174455,122142.19240825545,0.3275078832091782,,,,59.3105012474484,0,0,0,1,1,0,0,0,False,False,0.03224881734658356,0.027621179969033103,0.059624404953132766,,122260.0,-0.0005701347146882529
2024-09-30,122260,Philippe_Nautilus_5712_Stainless_Steel_5712_1A,Patek Philippe,22873,0,0.0,1.0,9,-1.0,-1.8369701987210297e-16,3,False,123406.0,123334.0,121887.0,,122723.8,316.2059455481502,122979.57142857143,522.0976464043439,122745.85714285714,579.109509657563,,,-0.00928642043336625,-1146.0,-0.008708061037507875,-1074.0,0.0030602115073798952,373.0,,,0.9907135795666338,-0.00928642043336625,0.9983260523414853,-0.0016739476585146962,,,0.028428518466872582,1.216454356346686,0.06270967188807473,0.4533354682131375,,,,,122669.77530939036,0.9966595250675494,122771.96870049392,0.995829921879457,122767.4033955496,0.995866953429692,123913.70028968847,122057.29971031153,0.10918995174872159,,,,53.839818818200534,0,0,0,1,1,0,0,0,False,False,0.033880701056852404,0.028428518466872582,0.06270967188807473,,122181.0,-0.003650943703751963
